Land ID,Location,Size (Acres),Base Price (INR),Current Bid (INR),Bidder ID,Bid Timestamp,Status
LAND00665,Madurai,9.47,350385,444764,BID350,2025-03-16 16:08:06,Closed
LAND00666,Madurai,7.51,136829,188297,BID378,2025-03-31 01:08:06,Sold
LAND00667,Salem,7.62,140148,210029,BID242,2025-03-23 16:08:06,Open
LAND00668,Madurai,4.74,304412,359287,BID966,2025-03-29 02:08:06,Sold
LAND00669,Trichy,2.74,222513,238506,BID209,2025-02-15 22:08:06,Open
LAND00670,Coimbatore,8.76,303727,370275,BID192,2025-03-08 17:08:06,Open
LAND00671,Trichy,4.08,291172,341550,BID813,2025-04-01 12:08:06,Sold
LAND00672,Salem,5.02,316787,387360,BID128,2025-03-07 12:08:06,Closed
LAND00673,Chennai,9.72,277750,301142,BID103,2025-03-30 10:08:06,Open
LAND00674,Madurai,8.73,238179,333484,BID139,2025-03-02 17:08:06,Sold
LAND00675,Trichy,9.46,499101,582092,BID341,2025-02-10 16:08:06,Closed
LAND00676,Salem,4.94,340622,401564,BID978,2025-02-25 22:08:06,Open
LAND00677,Madurai,8.88,221791,316140,BID833,2025-02-23 00:08:06,Sold
LAND00678,Trichy,1.57,405093,421729,BID774,2025-03-07 16:08:06,Closed
LAND00679,Salem,8.49,121238,155819,BID188,2025-02-13 20:08:06,Sold
LAND00680,Coimbatore,4.5,397448,441813,BID592,2025-03-28 09:08:06,Open
LAND00681,Salem,5.85,380468,436439,BID177,2025-04-01 15:08:06,Open
LAND00682,Chennai,8.21,463568,508870,BID449,2025-03-24 12:08:06,Closed
LAND00683,Madurai,6.01,476475,518328,BID796,2025-03-25 03:08:06,Closed
LAND00684,Salem,8.91,183197,229081,BID614,2025-04-03 19:08:06,Sold
LAND00685,Coimbatore,2.11,196119,242283,BID430,2025-02-21 20:08:06,Closed
LAND00686,Coimbatore,3.38,155413,194253,BID314,2025-03-04 05:08:06,Closed
LAND00687,Chennai,2.54,493443,509079,BID931,2025-02-22 18:08:06,Sold
LAND00688,Madurai,9.26,374725,415866,BID627,2025-03-09 13:08:06,Open
LAND00689,Trichy,7.96,138812,163123,BID393,2025-02-14 05:08:06,Closed
LAND00690,Coimbatore,6.37,462472,495380,BID563,2025-03-07 18:08:06,Closed
LAND00691,Madurai,9.43,209741,262516,BID183,2025-02-21 19:08:06,Sold
LAND00692,Salem,4.28,447574,533385,BID613,2025-02-08 07:08:06,Sold
LAND00693,Madurai,7.92,101593,124972,BID157,2025-02-10 03:08:06,Sold
LAND00694,Coimbatore,1.1,314697,358336,BID435,2025-03-21 05:08:06,Sold
LAND00695,Madurai,8.45,495209,549314,BID335,2025-03-23 09:08:06,Open
LAND00696,Trichy,8.72,437531,449040,BID650,2025-02-22 13:08:06,Closed
LAND00697,Trichy,2.86,373945,436738,BID435,2025-03-16 13:08:06,Sold
LAND00698,Madurai,3.42,480504,573147,BID837,2025-03-13 13:08:06,Sold
LAND00699,Salem,7.92,289793,362217,BID657,2025-02-21 20:08:06,Closed
LAND00700,Madurai,6.81,233376,277235,BID456,2025-04-01 18:08:06,Closed
LAND00701,Chennai,1.1,130208,157921,BID642,2025-03-23 09:08:06,Open
LAND00702,Salem,6.33,448696,514412,BID920,2025-03-07 15:08:06,Closed
LAND00703,Chennai,3.65,192972,223436,BID374,2025-03-23 07:08:06,Closed
LAND00704,Coimbatore,2.06,200568,219422,BID360,2025-04-02 17:08:06,Closed
LAND00705,Madurai,1.24,396517,437532,BID539,2025-02-15 15:08:06,Open
LAND00706,Salem,9.99,294754,374441,BID380,2025-03-23 02:08:06,Closed
LAND00707,Coimbatore,5.93,105625,160118,BID287,2025-03-14 05:08:06,Open
LAND00708,Coimbatore,7.15,309632,406975,BID864,2025-03-11 23:08:06,Sold
LAND00709,Salem,8.41,394631,449789,BID344,2025-02-16 21:08:06,Closed
LAND00710,Coimbatore,5.64,103001,159268,BID567,2025-02-06 14:08:06,Open
LAND00711,Salem,2.08,471348,502300,BID674,2025-02-24 09:08:06,Sold
LAND00712,Chennai,9.13,247959,283925,BID504,2025-03-01 03:08:06,Closed
LAND00713,Salem,8.65,338359,415906,BID124,2025-02-23 05:08:06,Open
LAND00714,Trichy,3.54,110620,138639,BID980,2025-02-09 11:08:06,Sold
LAND00715,Coimbatore,1.42,121638,164673,BID563,2025-03-17 19:08:06,Sold
LAND00716,Chennai,3.46,323415,364379,BID432,2025-02-23 16:08:06,Open
LAND00717,Madurai,5.07,229996,278068,BID962,2025-02-21 10:08:06,Sold
LAND00718,Madurai,7.05,235440,300808,BID300,2025-02-24 09:08:06,Open
LAND00719,Salem,7.41,189648,288181,BID941,2025-04-02 06:08:06,Closed
LAND00720,Coimbatore,4.13,287741,327848,BID733,2025-02-08 12:08:06,Closed
LAND00721,Coimbatore,4.67,404934,472023,BID840,2025-02-07 23:08:06,Sold
LAND00722,Salem,7.07,409618,476705,BID722,2025-02-26 13:08:06,Sold
LAND00723,Chennai,3.16,477258,575675,BID647,2025-02-25 05:08:06,Closed
LAND00724,Salem,2.72,485052,558914,BID775,2025-03-07 05:08:06,Open
LAND00725,Coimbatore,1.57,217778,302145,BID525,2025-03-16 06:08:06,Closed
LAND00726,Chennai,5.72,119344,164058,BID225,2025-02-20 07:08:06,Closed
LAND00727,Trichy,6.98,433795,518323,BID971,2025-03-22 02:08:06,Closed
LAND00728,Trichy,1.4,457424,554311,BID805,2025-02-16 23:08:06,Closed
LAND00729,Trichy,3.54,143689,156278,BID481,2025-02-26 12:08:06,Sold
LAND00730,Trichy,8.53,100991,128262,BID176,2025-03-11 23:08:06,Sold
LAND00731,Madurai,7.3,464739,563919,BID691,2025-03-17 08:08:06,Closed
LAND00732,Coimbatore,6.03,360135,447029,BID526,2025-03-15 03:08:06,Sold
LAND00733,Coimbatore,2.37,145722,202520,BID744,2025-03-09 18:08:06,Open
LAND00734,Coimbatore,7.74,383540,470405,BID467,2025-03-28 21:08:06,Sold
LAND00735,Salem,1.67,284740,327753,BID375,2025-03-06 05:08:06,Closed
LAND00736,Madurai,9.13,348706,437986,BID205,2025-03-25 22:08:06,Open
LAND00737,Madurai,3.59,193952,258294,BID569,2025-02-21 11:08:06,Sold
LAND00738,Salem,6.46,156481,206537,BID746,2025-03-12 16:08:06,Closed
LAND00739,Salem,7.32,421401,445916,BID875,2025-02-28 09:08:06,Closed
LAND00740,Coimbatore,2.85,459755,503333,BID957,2025-02-10 08:08:06,Open
LAND00741,Chennai,7.29,279546,294095,BID729,2025-02-16 01:08:06,Open
LAND00742,Coimbatore,2.93,457100,485456,BID760,2025-04-04 05:08:06,Open
LAND00743,Madurai,1.86,218351,253967,BID496,2025-02-23 17:08:06,Closed
LAND00744,Salem,8.9,304344,354973,BID355,2025-03-20 06:08:06,Open
LAND00745,Trichy,4.03,435093,469817,BID580,2025-03-18 06:08:06,Closed
LAND00746,Chennai,6.32,198600,279726,BID241,2025-04-05 23:08:06,Closed
LAND00747,Salem,5.32,341482,358385,BID959,2025-03-17 06:08:06,Open
LAND00748,Madurai,4.48,188056,226198,BID700,2025-03-04 15:08:06,Sold
LAND00749,Chennai,9.17,401466,488473,BID765,2025-03-26 03:08:06,Sold
LAND00750,Coimbatore,3.67,238964,315953,BID358,2025-02-15 00:08:06,Sold
LAND00751,Trichy,5.11,210218,306035,BID466,2025-02-19 18:08:06,Sold
LAND00752,Chennai,9.64,172287,220684,BID906,2025-02-08 23:08:06,Closed
LAND00753,Salem,9.48,178637,235263,BID144,2025-03-31 10:08:06,Open
LAND00754,Salem,3.15,331173,385368,BID333,2025-03-11 09:08:06,Sold
LAND00755,Trichy,6.64,181147,238425,BID934,2025-04-02 06:08:06,Closed
LAND00756,Madurai,2.66,263237,290431,BID946,2025-03-28 14:08:06,Sold
LAND00757,Madurai,6.13,379748,432282,BID157,2025-02-22 00:08:06,Open
LAND00758,Chennai,2.55,470461,552453,BID298,2025-03-27 09:08:06,Open
LAND00759,Trichy,6.03,165822,187891,BID992,2025-02-28 08:08:06,Open
LAND00760,Salem,2.02,475702,518174,BID465,2025-03-15 01:08:06,Closed
LAND00761,Coimbatore,4.27,256566,326222,BID768,2025-02-22 22:08:06,Open
LAND00762,Coimbatore,7.37,171415,186479,BID120,2025-03-24 20:08:06,Open
LAND00763,Coimbatore,4.82,139652,198523,BID216,2025-03-24 12:08:06,Sold
LAND00764,Coimbatore,7.82,316258,345688,BID505,2025-02-22 11:08:06,Sold
LAND00765,Chennai,2.21,257658,336551,BID567,2025-02-15 12:08:06,Open
LAND00766,Salem,1.57,467244,553320,BID358,2025-02-18 21:08:06,Open
LAND00767,Chennai,8.28,167413,253676,BID203,2025-03-23 16:08:06,Open
LAND00768,Coimbatore,3.47,455147,478544,BID557,2025-03-25 00:08:06,Sold
LAND00769,Chennai,2.73,458251,541671,BID546,2025-04-04 08:08:06,Open
LAND00770,Trichy,8.14,168757,198098,BID941,2025-02-06 07:08:06,Open
LAND00771,Chennai,2.11,134878,191701,BID377,2025-04-05 05:08:06,Closed
LAND00772,Chennai,5.38,145260,213438,BID284,2025-03-14 08:08:06,Sold
LAND00773,Madurai,5.21,347503,441938,BID457,2025-02-24 03:08:06,Open
LAND00774,Trichy,2.26,297103,320203,BID781,2025-03-11 01:08:06,Closed
LAND00775,Coimbatore,1.57,246995,317587,BID933,2025-02-20 11:08:06,Closed
LAND00776,Chennai,3.14,332468,411403,BID386,2025-02-11 08:08:06,Closed
LAND00777,Trichy,7.41,112216,125850,BID344,2025-03-30 12:08:06,Sold
LAND00778,Salem,2.27,189034,242174,BID926,2025-02-05 19:08:06,Open
LAND00779,Madurai,4.17,365396,388628,BID505,2025-04-01 02:08:06,Closed
LAND00780,Salem,6.31,282595,361671,BID434,2025-02-19 02:08:06,Sold
LAND00781,Coimbatore,4.56,229614,326003,BID503,2025-03-04 02:08:06,Closed
LAND00782,Coimbatore,2.74,352676,380990,BID332,2025-02-16 02:08:06,Closed
LAND00783,Chennai,3.52,483514,497243,BID536,2025-03-02 14:08:06,Sold
LAND00784,Chennai,8.18,261539,322332,BID851,2025-03-04 07:08:06,Sold
LAND00785,Trichy,2.2,328109,339438,BID818,2025-03-01 11:08:06,Closed
LAND00786,Coimbatore,2.0,197940,225857,BID304,2025-02-20 03:08:06,Open
LAND00787,Salem,3.29,254545,280622,BID956,2025-02-12 05:08:06,Sold
LAND00788,Chennai,3.86,171807,182240,BID657,2025-02-23 14:08:06,Closed
LAND00789,Chennai,8.55,208765,226081,BID954,2025-02-15 19:08:06,Closed
LAND00790,Madurai,1.43,210752,288537,BID583,2025-02-25 05:08:06,Sold
LAND00791,Salem,9.02,344377,412393,BID234,2025-02-24 05:08:06,Open
LAND00792,Madurai,1.92,114458,187792,BID886,2025-02-09 02:08:06,Open
LAND00793,Trichy,6.63,481009,523551,BID428,2025-03-06 06:08:06,Closed
LAND00794,Trichy,8.95,256493,333773,BID884,2025-03-04 15:08:06,Closed
LAND00795,Chennai,1.49,354105,439565,BID434,2025-03-04 10:08:06,Open
LAND00796,Trichy,1.03,218177,305949,BID423,2025-03-16 06:08:06,Sold
LAND00797,Salem,9.85,166595,263262,BID579,2025-02-08 03:08:06,Open
LAND00798,Trichy,7.36,119423,202221,BID604,2025-03-15 14:08:06,Closed
LAND00799,Chennai,7.5,491816,537841,BID237,2025-02-10 08:08:06,Sold
LAND00800,Coimbatore,1.04,355571,380807,BID181,2025-02-16 05:08:06,Sold
LAND00801,Chennai,2.36,101090,156271,BID624,2025-03-12 01:08:06,Closed
LAND00802,Madurai,1.78,143944,229376,BID308,2025-02-21 20:08:06,Open
LAND00803,Madurai,3.61,174630,260379,BID834,2025-03-20 14:08:06,Closed
LAND00804,Trichy,4.7,129741,173129,BID479,2025-02-24 09:08:06,Open
LAND00805,Trichy,9.0,173035,240379,BID359,2025-04-05 03:08:06,Open
LAND00806,Salem,5.09,220593,276477,BID785,2025-03-12 13:08:06,Sold
LAND00807,Trichy,3.67,359371,381827,BID761,2025-02-22 15:08:06,Closed
LAND00808,Chennai,8.18,150353,187790,BID966,2025-03-07 00:08:06,Sold
LAND00809,Salem,1.96,439710,510466,BID394,2025-03-25 07:08:06,Closed
LAND00810,Coimbatore,3.0,490276,573307,BID755,2025-04-02 03:08:06,Sold
LAND00811,Madurai,7.33,470127,535237,BID210,2025-03-07 14:08:06,Sold
LAND00812,Trichy,6.34,322711,393716,BID291,2025-02-11 08:08:06,Open
LAND00813,Madurai,1.78,289586,325927,BID984,2025-02-12 02:08:06,Sold
LAND00814,Chennai,8.84,257263,274022,BID169,2025-02-15 00:08:06,Closed
LAND00815,Madurai,9.88,176426,268304,BID386,2025-03-30 01:08:06,Sold
LAND00816,Coimbatore,4.43,186726,282950,BID438,2025-03-03 17:08:06,Closed
LAND00817,Trichy,8.74,385473,445149,BID415,2025-03-20 16:08:06,Closed
LAND00818,Trichy,5.97,481338,555455,BID413,2025-02-19 07:08:06,Open
LAND00819,Coimbatore,8.66,219656,260819,BID947,2025-02-08 17:08:06,Open
LAND00820,Coimbatore,7.55,405616,464667,BID685,2025-04-02 11:08:06,Open
LAND00821,Coimbatore,6.99,246588,301389,BID298,2025-02-12 05:08:06,Sold
LAND00822,Salem,8.73,356677,404544,BID197,2025-02-25 15:08:06,Closed
LAND00823,Salem,5.85,435932,457488,BID523,2025-03-21 07:08:06,Closed
LAND00824,Trichy,5.2,481628,505309,BID856,2025-03-08 19:08:06,Closed
LAND00825,Madurai,4.34,305100,391957,BID978,2025-03-09 07:08:06,Closed
LAND00826,Madurai,2.79,259944,303529,BID403,2025-03-25 10:08:06,Sold
LAND00827,Coimbatore,6.63,288834,344568,BID263,2025-02-07 03:08:06,Closed
LAND00828,Madurai,5.8,195154,255740,BID651,2025-03-19 13:08:06,Closed
LAND00829,Trichy,2.58,433832,480400,BID131,2025-02-24 06:08:06,Closed
LAND00830,Coimbatore,2.47,299509,314607,BID233,2025-02-16 03:08:06,Sold
LAND00831,Salem,2.34,426206,511433,BID503,2025-03-28 11:08:06,Open
LAND00832,Trichy,4.35,420555,437339,BID358,2025-03-13 19:08:06,Sold
LAND00833,Trichy,6.77,436228,534620,BID977,2025-03-09 19:08:06,Sold
LAND00834,Madurai,7.76,417755,497943,BID610,2025-02-11 02:08:06,Closed
LAND00835,Chennai,5.7,353129,373556,BID637,2025-03-27 03:08:06,Open
LAND00836,Trichy,2.86,304994,382637,BID313,2025-04-06 02:08:06,Open
LAND00837,Madurai,8.72,126470,168612,BID627,2025-04-04 23:08:06,Open
LAND00838,Salem,5.09,208872,256635,BID207,2025-03-24 16:08:06,Sold
LAND00839,Salem,5.17,473062,513796,BID155,2025-03-24 09:08:06,Sold
LAND00840,Salem,7.28,411147,508378,BID732,2025-02-07 22:08:06,Closed
LAND00841,Coimbatore,3.43,173288,225937,BID343,2025-03-23 06:08:06,Closed
LAND00842,Coimbatore,2.41,378262,390058,BID479,2025-02-24 11:08:06,Sold
LAND00843,Salem,6.06,460274,491975,BID945,2025-03-30 02:08:06,Open
LAND00844,Salem,7.97,346167,370753,BID631,2025-02-14 13:08:06,Sold
LAND00845,Trichy,5.48,267774,338992,BID640,2025-03-28 23:08:06,Open
LAND00846,Coimbatore,9.83,296429,309790,BID633,2025-02-18 10:08:06,Sold
LAND00847,Coimbatore,6.59,126312,150882,BID377,2025-03-28 15:08:06,Sold
LAND00848,Coimbatore,4.51,484375,547302,BID845,2025-03-30 21:08:06,Open
LAND00849,Chennai,3.39,367676,460329,BID576,2025-04-04 15:08:06,Closed
LAND00850,Madurai,4.25,149490,169894,BID288,2025-02-16 00:08:06,Sold
LAND00851,Chennai,1.37,375616,462811,BID414,2025-03-13 10:08:06,Open
LAND00852,Trichy,4.62,163567,185260,BID565,2025-03-01 10:08:06,Closed
LAND00853,Chennai,7.37,403683,496269,BID286,2025-03-03 10:08:06,Sold
LAND00854,Salem,1.78,263988,337095,BID523,2025-03-27 19:08:06,Closed
LAND00855,Chennai,1.74,138300,219523,BID196,2025-03-07 15:08:06,Open
LAND00856,Chennai,5.07,110966,202390,BID373,2025-02-09 21:08:06,Sold
LAND00857,Chennai,9.83,152214,178047,BID760,2025-03-24 21:08:06,Closed
LAND00858,Chennai,9.79,368638,459935,BID879,2025-03-12 04:08:06,Open
LAND00859,Salem,9.23,268703,322153,BID591,2025-03-15 19:08:06,Closed
LAND00860,Trichy,1.85,282956,374602,BID311,2025-03-17 02:08:06,Sold
LAND00861,Trichy,1.45,387589,427600,BID663,2025-03-27 08:08:06,Closed
LAND00862,Madurai,8.76,350593,376668,BID703,2025-03-18 04:08:06,Open
LAND00863,Madurai,8.64,484662,543687,BID148,2025-02-16 17:08:06,Closed
LAND00864,Salem,5.56,176096,271867,BID317,2025-03-02 09:08:06,Open
LAND00865,Madurai,7.39,241868,293143,BID892,2025-03-03 17:08:06,Open
LAND00866,Coimbatore,1.1,322265,365975,BID125,2025-03-03 05:08:06,Open
LAND00867,Trichy,6.21,375045,436311,BID778,2025-03-10 02:08:06,Sold
LAND00868,Trichy,7.74,252858,303940,BID816,2025-03-19 20:08:06,Open
LAND00869,Chennai,3.21,110296,138496,BID193,2025-03-04 23:08:06,Open
LAND00870,Salem,1.55,233029,307592,BID797,2025-04-01 18:08:06,Open
LAND00871,Madurai,3.0,306320,382961,BID115,2025-03-15 00:08:06,Open
LAND00872,Coimbatore,1.42,174229,268890,BID367,2025-03-14 04:08:06,Open
LAND00873,Trichy,3.57,448982,530985,BID421,2025-03-28 21:08:06,Closed
LAND00874,Chennai,9.06,323269,355357,BID882,2025-03-06 04:08:06,Sold
LAND00875,Salem,3.74,215018,304581,BID663,2025-02-15 16:08:06,Sold
LAND00876,Madurai,7.96,460450,532600,BID595,2025-03-03 01:08:06,Sold
LAND00877,Coimbatore,9.83,127950,182053,BID120,2025-04-01 22:08:06,Closed
LAND00878,Trichy,5.34,161054,228459,BID869,2025-02-18 17:08:06,Sold
LAND00879,Madurai,6.58,282421,299063,BID680,2025-02-10 20:08:06,Sold
LAND00880,Chennai,7.5,212743,259442,BID534,2025-02-06 22:08:06,Closed
LAND00881,Trichy,4.37,140704,166372,BID467,2025-03-04 11:08:06,Closed
LAND00882,Chennai,6.9,352822,382658,BID282,2025-02-22 13:08:06,Sold
LAND00883,Salem,7.45,342599,397412,BID215,2025-02-06 15:08:06,Sold
LAND00884,Chennai,3.0,181610,195893,BID369,2025-03-21 07:08:06,Open
LAND00885,Trichy,5.33,439419,508135,BID397,2025-03-05 11:08:06,Sold
LAND00886,Coimbatore,7.07,297862,329051,BID890,2025-03-13 14:08:06,Open
LAND00887,Coimbatore,2.24,460647,471633,BID868,2025-03-19 00:08:06,Open
LAND00888,Chennai,3.36,297073,365181,BID516,2025-03-30 04:08:06,Open
LAND00889,Chennai,8.19,389497,403848,BID700,2025-02-26 04:08:06,Sold
LAND00890,Coimbatore,5.47,224851,313947,BID358,2025-03-01 01:08:06,Sold
LAND00891,Madurai,9.69,323033,368623,BID534,2025-02-21 18:08:06,Closed
LAND00892,Coimbatore,3.04,223411,260829,BID575,2025-03-26 21:08:06,Sold
LAND00893,Coimbatore,1.33,323287,361392,BID474,2025-04-02 17:08:06,Closed
LAND00894,Salem,7.87,265123,337807,BID631,2025-03-27 11:08:06,Sold
LAND00895,Trichy,8.64,118407,171138,BID557,2025-03-04 06:08:06,Open
LAND00896,Salem,3.05,314347,394484,BID610,2025-02-19 09:08:06,Closed
LAND00897,Chennai,8.96,333127,377188,BID721,2025-02-17 18:08:06,Closed
LAND00898,Salem,8.4,246052,277925,BID141,2025-03-13 12:08:06,Open
LAND00899,Madurai,5.79,473935,503609,BID348,2025-04-04 16:08:06,Sold
LAND00900,Trichy,3.7,158853,199719,BID994,2025-02-19 20:08:06,Sold
LAND00901,Madurai,9.34,318704,335064,BID623,2025-04-04 02:08:06,Open
LAND00902,Madurai,6.23,395749,445514,BID980,2025-03-10 04:08:06,Sold
LAND00903,Chennai,1.49,100565,185191,BID576,2025-03-05 01:08:06,Closed
LAND00904,Coimbatore,8.96,281399,375000,BID912,2025-02-08 21:08:06,Sold
LAND00905,Madurai,9.67,275382,294255,BID669,2025-03-26 15:08:06,Open
LAND00906,Salem,6.09,285586,338076,BID674,2025-02-11 11:08:06,Closed
LAND00907,Madurai,6.13,414832,455156,BID215,2025-03-08 17:08:06,Open
LAND00908,Trichy,3.11,254971,318252,BID904,2025-03-17 19:08:06,Sold
LAND00909,Chennai,9.59,362038,392500,BID293,2025-04-02 18:08:06,Open
LAND00910,Madurai,9.09,329785,389728,BID396,2025-04-06 07:08:06,Closed
LAND00911,Trichy,2.83,395318,468554,BID163,2025-03-19 09:08:06,Closed
LAND00912,Chennai,9.26,184143,225844,BID348,2025-03-22 17:08:06,Sold
LAND00913,Chennai,2.45,119384,155281,BID428,2025-02-16 22:08:06,Open
LAND00914,Salem,6.46,491749,548534,BID507,2025-02-23 11:08:06,Sold
LAND00915,Chennai,6.03,382674,438966,BID483,2025-03-20 03:08:06,Closed
LAND00916,Coimbatore,9.65,169375,191987,BID482,2025-03-30 10:08:06,Closed
LAND00917,Trichy,6.91,180339,215932,BID990,2025-03-07 08:08:06,Closed
LAND00918,Madurai,5.37,107830,160246,BID754,2025-02-16 18:08:06,Sold
LAND00919,Coimbatore,3.43,168202,232221,BID217,2025-02-08 19:08:06,Sold
LAND00920,Coimbatore,5.82,434007,486227,BID993,2025-04-02 08:08:06,Closed
LAND00921,Trichy,3.18,489264,503086,BID445,2025-03-10 10:08:06,Closed
LAND00922,Coimbatore,5.31,146168,239923,BID890,2025-02-28 04:08:06,Open
LAND00923,Salem,3.74,372016,399695,BID249,2025-04-04 14:08:06,Open
LAND00924,Coimbatore,2.48,299212,356345,BID532,2025-03-24 08:08:06,Closed
LAND00925,Coimbatore,3.25,230692,285666,BID475,2025-03-12 15:08:06,Sold
LAND00926,Trichy,9.51,309647,369244,BID574,2025-03-14 12:08:06,Closed
LAND00927,Madurai,5.8,243546,311700,BID208,2025-02-26 13:08:06,Sold
LAND00928,Coimbatore,7.78,273021,312010,BID622,2025-02-27 04:08:06,Open
LAND00929,Salem,3.07,427917,441869,BID951,2025-02-15 02:08:06,Sold
LAND00930,Trichy,4.29,431826,495985,BID697,2025-03-23 04:08:06,Sold
LAND00931,Madurai,6.93,476407,513405,BID526,2025-02-08 13:08:06,Open
LAND00932,Coimbatore,5.31,374912,474758,BID918,2025-02-25 12:08:06,Sold
LAND00933,Chennai,2.14,114789,186614,BID654,2025-03-27 15:08:06,Closed
LAND00934,Trichy,3.5,136809,208185,BID547,2025-04-02 03:08:06,Sold
LAND00935,Salem,6.79,263025,296343,BID463,2025-02-09 23:08:06,Sold
LAND00936,Salem,4.44,346838,359684,BID660,2025-03-10 10:08:06,Closed
LAND00937,Coimbatore,3.04,164714,184774,BID634,2025-02-06 19:08:06,Open
LAND00938,Salem,2.77,495147,577338,BID906,2025-02-24 00:08:06,Sold
LAND00939,Coimbatore,6.87,203626,270604,BID841,2025-03-26 07:08:06,Closed
LAND00940,Coimbatore,7.05,395847,408186,BID110,2025-03-01 01:08:06,Sold
LAND00941,Coimbatore,2.43,215948,253524,BID998,2025-02-11 06:08:06,Sold
LAND00942,Madurai,3.08,279721,324946,BID320,2025-03-06 02:08:06,Open
LAND00943,Coimbatore,2.84,468686,499962,BID920,2025-03-10 21:08:06,Closed
LAND00944,Madurai,5.03,360149,452091,BID728,2025-03-15 11:08:06,Closed
LAND00945,Coimbatore,1.81,495812,589997,BID400,2025-03-18 21:08:06,Closed
LAND00946,Coimbatore,2.46,401534,478598,BID894,2025-02-26 21:08:06,Open
LAND00947,Madurai,1.18,401450,418903,BID676,2025-03-06 02:08:06,Open
LAND00948,Madurai,7.78,291254,375776,BID280,2025-02-13 17:08:06,Sold
LAND00949,Chennai,4.25,439866,519777,BID620,2025-03-24 01:08:06,Open
LAND00950,Salem,5.13,441726,488183,BID181,2025-02-23 20:08:06,Open
LAND00951,Madurai,9.51,240735,257074,BID623,2025-04-03 11:08:06,Open
LAND00952,Coimbatore,7.89,355900,431069,BID615,2025-03-31 16:08:06,Open
LAND00953,Trichy,8.84,186519,211027,BID366,2025-03-29 16:08:06,Closed
LAND00954,Madurai,6.29,230880,279547,BID825,2025-03-06 07:08:06,Closed
LAND00955,Salem,8.4,110903,134680,BID736,2025-03-07 16:08:06,Open
LAND00956,Coimbatore,7.06,290325,327904,BID272,2025-03-25 12:08:06,Closed
LAND00957,Coimbatore,8.84,333128,369090,BID730,2025-04-02 23:08:06,Open
LAND00958,Coimbatore,8.91,269090,281658,BID811,2025-03-03 02:08:06,Open
LAND00959,Madurai,2.79,373484,421658,BID665,2025-04-04 04:08:06,Sold
LAND00960,Madurai,3.38,354521,444803,BID767,2025-03-10 03:08:06,Closed
LAND00961,Trichy,7.32,444043,496395,BID939,2025-03-26 13:08:06,Sold
LAND00962,Chennai,3.31,275877,304117,BID778,2025-02-17 15:08:06,Open
LAND00963,Trichy,2.99,111864,127051,BID231,2025-04-04 23:08:06,Closed
LAND00964,Chennai,2.98,199929,236296,BID431,2025-02-27 22:08:06,Closed
LAND00965,Madurai,8.26,155294,241562,BID235,2025-02-25 03:08:06,Open
LAND00966,Salem,5.97,268307,349795,BID142,2025-03-16 20:08:06,Open
LAND00967,Trichy,3.8,278300,292951,BID275,2025-02-18 19:08:06,Open
LAND00968,Chennai,9.0,200409,216553,BID640,2025-03-13 02:08:06,Closed
LAND00969,Salem,8.93,117486,127688,BID426,2025-02-16 12:08:06,Closed
LAND00970,Trichy,6.91,296477,320301,BID303,2025-02-19 14:08:06,Open
LAND00971,Chennai,9.12,124907,209354,BID702,2025-03-26 04:08:06,Closed
LAND00972,Chennai,6.95,379323,421151,BID456,2025-03-29 09:08:06,Sold
LAND00973,Madurai,5.94,479881,548601,BID855,2025-02-17 03:08:06,Closed
LAND00974,Madurai,3.57,255686,353314,BID207,2025-03-04 11:08:06,Open
LAND00975,Salem,7.49,310030,390499,BID382,2025-02-16 11:08:06,Sold
LAND00976,Madurai,3.61,323390,365045,BID324,2025-03-02 03:08:06,Sold
LAND00977,Salem,4.4,397838,486613,BID720,2025-02-25 07:08:06,Sold
LAND00978,Salem,2.46,144240,173979,BID306,2025-02-19 17:08:06,Open
LAND00979,Salem,2.12,388575,450639,BID327,2025-03-10 01:08:06,Sold
LAND00980,Salem,5.96,419206,474603,BID532,2025-03-07 03:08:06,Closed
LAND00981,Chennai,9.41,259842,342240,BID504,2025-02-10 00:08:06,Open
LAND00982,Salem,8.49,219053,274944,BID245,2025-03-28 17:08:06,Open
LAND00983,Coimbatore,2.92,489925,546972,BID228,2025-02-14 22:08:06,Open
LAND00984,Coimbatore,8.9,168044,206511,BID306,2025-04-02 02:08:06,Open
LAND00985,Madurai,2.2,250518,304632,BID386,2025-03-03 20:08:06,Sold
LAND00986,Coimbatore,8.93,244730,262901,BID558,2025-03-24 02:08:06,Open
LAND00987,Trichy,8.52,407766,505270,BID758,2025-02-27 17:08:06,Closed
LAND00988,Chennai,4.86,197582,237390,BID342,2025-03-11 18:08:06,Sold
LAND00989,Salem,6.61,373866,411713,BID802,2025-03-28 12:08:06,Sold
LAND00990,Madurai,2.79,147570,194610,BID200,2025-02-14 08:08:06,Sold
LAND00991,Chennai,7.7,232638,311049,BID877,2025-02-25 20:08:06,Sold
LAND00992,Coimbatore,3.34,314421,328217,BID651,2025-03-04 21:08:06,Sold
LAND00993,Salem,3.7,300732,357602,BID781,2025-03-13 04:08:06,Closed
LAND00994,Madurai,8.85,105692,171082,BID719,2025-03-29 06:08:06,Sold
LAND00995,Madurai,2.69,411535,457122,BID833,2025-02-19 17:08:06,Closed
LAND00996,Coimbatore,5.74,238264,272938,BID176,2025-04-05 03:08:06,Open
